0,1,0,0,0,0,0,0
10,1,0,0,0,0,0,0
20,1,0,0,0,0,0,0
30,1,0,0,0,0,0,0
40,1,0,0,0,0,0,0
50,1,0,0,0,0,0,0
60,1,0,0,0,0,0,0
70,1,0,0,0,0,0,0
80,1,0,0,0,0,0,0
90,1,0,0,0,0,0,0
100,1,0,0,0,0,0,0
110,1,0,0,0,0,0,0
120,1,0,0,0,0,0,0
130,1,0,0,0,0,0,0
140,1,0,0,0,0,0,0
150,1,0,0,0,0,0,0
160,1,0,0,0,0,0,0
170,1,0,0,0,0,0,0
180,1,0,0,0,0,0,0
190,1,0,0,0,0,0,0
200,1,0,0,0,0,0,0
210,1,0,0,0,0,0,0
220,1,0,0,0,0,0,0
230,1,0,0,0,0,0,0
240,1,0,0,0,0,0,0
250,1,0,0,0,0,0,0
260,1,0,0,0,0,0,0
270,1,0,0,0,0,0,0
280,1,0,0,0,0,0,0
290,1,0,0,0,0,0,0
300,1,0,0,0,0,0,0
310,1,0,0,0,0,0,0
320,1,0,0,0,0,0,0
330,1,0,0,0,0,0,0
340,1,0,0,0,0,0,0
350,1,0,0,0,0,0,0
360,1,0,0,0,0,0,0
370,1,0,0,0,0,0,0
380,1,0,0,0,0,0,0
390,1,0,0,0,0,0,0
400,1,0,0,0,0,0,0
410,1,0,0,0,0,0,0
420,1,0,0,0,0,0,0
430,1,0,0,0,0,0,0
440,1,0,0,0,0,0,0
450,1,0,0,0,0,0,0
460,1,0,0,0,0,0,0
470,1,0,0,0,0,0,0
480,1,0,0,0,0,0,0
490,1,0,0,0,0,0,0
500,1,0,0,0,0,0,0
510,1,0,0,0,0,0,0
520,1,0,0,0,0,0,0
530,1,0,0,0,0,0,0
540,1,0,0,0,0,0,0
550,1,0,0,0,0,0,0
560,1,0,0,0,0,0,0
570,1,0,0,0,0,0,0
580,1,0,0,0,0,0,0
590,1,0,0,0,0,0,0
600,75,0.9551630435,0.24875,4319232,4521984,119400,480000
610,75,0.9560688406,0.2491666667,4323328,4521984,119600,480000
620,75,0.9574275362,0.25,4329472,4521984,120000,480000
630,75,0.9574275362,0.25,4329472,4521984,120000,480000
640,75,0.9581068841,0.2504166667,4332544,4521984,120200,480000
650,75,0.9587862319,0.2504166667,4335616,4521984,120200,480000
660,75,0.9587862319,0.2504166667,4335616,4521984,120200,480000
670,75,0.9617300725,0.2502083333,4348928,4521984,120100,480000
680,75,0.9628623188,0.2502083333,4354048,4521984,120100,480000
690,75,0.9630887681,0.250625,4355072,4521984,120300,480000
700,75,0.9630887681,0.2502083333,4355072,4521984,120100,480000
710,75,0.9689764493,0.251875,4381696,4521984,120900,480000
720,75,0.9721467391,0.2539583333,4396032,4521984,121900,480000
730,75,0.9707880435,0.253125,4389888,4521984,121500,480000
740,75,0.96875,0.2527083333,4380672,4521984,121300,480000
750,75,0.9649003623,0.2522916667,4363264,4521984,121100,480000
760,232,0.9344815341,0.2229929957,21557248,23068672,331100,1484800
770,232,0.9345259233,0.2229929957,21558272,23068672,331100,1484800
